"","Generation","strategy","zy","ratio","fit_media","fit_sd"
"8355",65,"fit_O",3,0.375,7.54375958262772,0.0398338050624803
"8356",65,"fit_O",4,0.5,7.58085602370786,0.0515257636906398
"8357",65,"fit_O",5,0.625,7.34334354137543,0.0513784665874979
"8358",65,"fit_O",6,0.75,6.68562505775389,0.0669859523959811
"8359",65,"fit_O",7,0.875,7.14966275831545,0.0537584356805803
"8360",65,"fit_O",8,1,7.33684641128243,0.0475320043654013
"8361",65,"fit_O",9,1.125,7.35877849536608,0.0654883082690834
"8362",65,"fit_O",10,1.25,7.58178952505511,0.0669119883329531
"8363",65,"fit_O",11,1.375,7.77158855950158,0.063679020724819
"8364",65,"fit_O",12,1.5,7.95347706288788,0.0569671963772997
"8365",65,"fit_O",13,1.625,8.10350193800993,0.0763299703615818
"8366",65,"fit_O",14,1.75,7.76962768046981,2.61520739163633
"8367",65,"fit_O",15,1.875,0.738288149723634,2.534652306703
"8368",65,"fit_O",16,2,0,0
"8369",65,"fit_O",17,2.125,0,0
"8370",65,"fit_O",18,2.25,0,0
"8371",65,"fit_O",19,2.375,0,0
"8372",65,"fit_O",20,2.5,0,0
"8373",65,"fit_O",21,2.625,0,0
"8374",65,"fit_O",22,2.75,0,0
"8375",65,"fit_O",23,2.875,0,0
"8376",65,"fit_O",24,3,0,0
"8377",65,"fit_O",25,3.125,0,0
"8378",65,"fit_O",26,3.25,0,0
"8379",65,"fit_O",27,3.375,0,0
"8380",65,"fit_O",28,3.5,0,0
"8381",65,"fit_O",29,3.625,0,0
"8382",65,"fit_O",30,3.75,0,0
"8383",65,"fit_O",31,3.875,0,0
"8384",65,"fit_O",32,4,0,0
"8385",65,"fit_Y",1,0.125,2.83471262419651,0.0436400291262118
"8386",65,"fit_Y",2,0.25,5.14895310538328,0.269476322630915
"8387",65,"fit_Y",3,0.375,4.80952266986222,0.171347132885346
"8388",65,"fit_Y",4,0.5,4.30496341162846,0.101570474911957
"8389",65,"fit_Y",5,0.625,6.98401483836771,0.125909575802173
"8390",65,"fit_Y",6,0.75,8.43100354126044,0.0412627257283498
"8391",65,"fit_Y",7,0.875,8.50622007626507,0.0328517928581849
"8392",65,"fit_Y",8,1,8.63566279460268,0.0373512507962714
"8393",65,"fit_Y",9,1.125,9.900289324864,0.0300138074253348
"8394",65,"fit_Y",10,1.25,11.0028353369326,0.0740301492916893
"8395",65,"fit_Y",11,1.375,11.2542476044426,0.0653550770277172
"8396",65,"fit_Y",12,1.5,11.5072396633746,0.0690222398421114
"8397",65,"fit_Y",13,1.625,12.0914805152703,0.154003516135918
"8398",65,"fit_Y",14,1.75,11.8760534643322,1.93801975659389
"8399",65,"fit_Y",15,1.875,6.19077350715412,0.153916638644451
"8400",65,"fit_Y",16,2,6.48679128304386,0.0557108599453298
"8401",65,"fit_Y",17,2.125,6.85172785596285,0.0801309461314606
"8402",65,"fit_Y",18,2.25,7.36402537778046,0.0943497051993809
"8403",65,"fit_Y",19,2.375,7.84686840285897,0.0913878377105449
"8404",65,"fit_Y",20,2.5,8.30326455177646,0.117702666100454
"8405",65,"fit_Y",21,2.625,8.93596344377203,0.142815231902059
"8406",65,"fit_Y",22,2.75,9.47637132719345,0.170802104338143
"8407",65,"fit_Y",23,2.875,9.41957526295677,0.175391412343936
"8408",65,"fit_Y",24,3,9.66545425653726,0.180936651181171
"8409",65,"fit_Y",25,3.125,11.320362717552,0.429980587611457
"8410",65,"fit_Y",26,3.25,11.6633982637901,0.409364124872961
"8411",65,"fit_Y",27,3.375,11.8903703204169,0.460407746589256
"8412",65,"fit_Y",28,3.5,11.7663544892303,0.268240491399977
"8413",65,"fit_Y",29,3.625,12.3624489659243,0.289367474678647
"8414",65,"fit_Y",30,3.75,12.9648120796852,0.409116931634129
"8415",65,"fit_Y",31,3.875,13.4828446467823,0.426601463426254
"8416",65,"fit_Y",32,4,14.0694536201231,0.560160733982431
"8417",65,"fit_total",1,0.125,3.1169565,0.0634279602714128
"8418",65,"fit_total",2,0.25,5.2596925,0.165515549847021
"8419",65,"fit_total",3,0.375,5.0664665,0.158427811374516
"8420",65,"fit_total",4,0.5,4.6132145,0.161010766672903
"8421",65,"fit_total",5,0.625,6.311744,0.118362823956467
"8422",65,"fit_total",6,0.75,6.8512345,0.104479778067337
"8423",65,"fit_total",7,0.875,7.1076855,0.0733426000670549
"8424",65,"fit_total",8,1,7.1942875,0.0848561216564589
"8425",65,"fit_total",9,1.125,7.7315665,0.110296424535903
"8426",65,"fit_total",10,1.25,8.098134,0.199709317026199
"8427",65,"fit_total",11,1.375,8.1751135,0.19786332516973
"8428",65,"fit_total",12,1.5,8.231122,0.209209347006169
"8429",65,"fit_total",13,1.625,8.0977075,0.255181350385556
"8430",65,"fit_total",14,1.75,6.633538,1.04451617505693
"8431",65,"fit_total",15,1.875,6.2166655,0.0942104946798831
"8432",65,"fit_total",16,2,6.9435365,0.129020049897313
"8433",65,"fit_total",17,2.125,7.488015,0.130721145009234
"8434",65,"fit_total",18,2.25,8.064164,0.161292272679948
"8435",65,"fit_total",19,2.375,8.761825,0.213107771201485
"8436",65,"fit_total",20,2.5,9.20893,0.207223604160366
"8437",65,"fit_total",21,2.625,9.954719,0.290839353135581
"8438",65,"fit_total",22,2.75,10.5755915,0.380154583128344
"8439",65,"fit_total",23,2.875,10.610116,0.450622094178277
"8440",65,"fit_total",24,3,11.42097,0.380578281545122
"8441",65,"fit_total",25,3.125,13.9929685,0.650480760150529
"8442",65,"fit_total",26,3.25,15.0310065,0.565285721428786
"8443",65,"fit_total",27,3.375,15.1051025,0.672088446724804
"8444",65,"fit_total",28,3.5,13.17212,0.595023830267208
"8445",65,"fit_total",29,3.625,13.7519095,0.756119661635557
"8446",65,"fit_total",30,3.75,14.465376,0.937522576872394
"8447",65,"fit_total",31,3.875,15.158075,0.953949256281804
"8448",65,"fit_total",32,4,15.9742195,1.23899280581991
"8449",66,"fit_B",1,0.125,5.33265275060684,0.0955309152432026
"8450",66,"fit_B",2,0.25,4.27100335915212,0.0762069158005222
"8451",66,"fit_B",3,0.375,4.23376779710508,0.0744983815990976
"8452",66,"fit_B",4,0.5,4.45511117856825,0.139790779981649
"8453",66,"fit_B",5,0.625,4.95665016536348,0.112941675922776
"8454",66,"fit_B",6,0.75,5.55114354333296,0.110676309576549
"8455",66,"fit_B",7,0.875,5.83941460053527,0.0935953876289757
"8456",66,"fit_B",8,1,5.8978894223081,0.118299597081827
"8457",66,"fit_B",9,1.125,6.16240109034563,0.132297511681735
"8458",66,"fit_B",10,1.25,6.39613031072496,0.217308342389113
"8459",66,"fit_B",11,1.375,6.64265270467446,0.208340600349724
"8460",66,"fit_B",12,1.5,6.81294901028842,0.226626424721595
"8461",66,"fit_B",13,1.625,6.77285935853586,0.269301814572379
"8462",66,"fit_B",14,1.75,5.69472935728563,0.704700824901295
"8463",66,"fit_B",15,1.875,6.22849609236223,0.0825675081253937
"8464",66,"fit_B",16,2,7.00574826652859,0.130474392334148
"8465",66,"fit_B",17,2.125,7.55836711178691,0.138677879261342
"8466",66,"fit_B",18,2.25,8.21701461799649,0.168077938189236
"8467",66,"fit_B",19,2.375,8.84147310049002,0.244731848230497
"8468",66,"fit_B",20,2.5,9.32001365896356,0.275214872895965
"8469",66,"fit_B",21,2.625,10.2033806967457,0.329156557922717
"8470",66,"fit_B",22,2.75,10.6996291206496,0.402773399850293
"8471",66,"fit_B",23,2.875,10.7010461756165,0.478871181217889
"8472",66,"fit_B",24,3,11.7570477765275,0.438137874154889
"8473",66,"fit_B",25,3.125,14.2538268291023,0.687833990864647
"8474",66,"fit_B",26,3.25,15.6768775114295,0.652924404423977
"8475",66,"fit_B",27,3.375,15.7541531442046,0.852754337020064
"8476",66,"fit_B",28,3.5,13.143374595683,0.689018679116181
"8477",66,"fit_B",29,3.625,13.7517167317543,0.884516396439768
"8478",66,"fit_B",30,3.75,14.1254618465688,1.07789602737522
"8479",66,"fit_B",31,3.875,14.4978149718112,1.21887091576823
"8480",66,"fit_B",32,4,15.2602058669147,1.515558151485
"8481",66,"fit_O",1,0.125,5.23348603486727,0.138016277527136
"8482",66,"fit_O",2,0.25,7.55730125105444,0.0387300272584187
"8483",66,"fit_O",3,0.375,7.54464643396352,0.0384710283674308
"8484",66,"fit_O",4,0.5,7.58280433883659,0.0511606532698034
"8485",66,"fit_O",5,0.625,7.34551917633019,0.0484393623067496
"8486",66,"fit_O",6,0.75,6.68486530152485,0.0685901840205814
"8487",66,"fit_O",7,0.875,7.14820792991776,0.0520619977617589
"8488",66,"fit_O",8,1,7.3380175520511,0.0486518419335303
"8489",66,"fit_O",9,1.125,7.36590246190842,0.0657059468760738
"8490",66,"fit_O",10,1.25,7.58761412363881,0.0734078283988738
"8491",66,"fit_O",11,1.375,7.77726476154723,0.068733699648753
"8492",66,"fit_O",12,1.5,7.95039936648292,0.0653268350867107
"8493",66,"fit_O",13,1.625,8.11741377294115,0.0911788983237343
"8494",66,"fit_O",14,1.75,7.75886217606643,2.61109523831134
"8495",66,"fit_O",15,1.875,0.62986335156072,2.31492053858085
"8496",66,"fit_O",16,2,0,0
"8497",66,"fit_O",17,2.125,0,0
"8498",66,"fit_O",18,2.25,0,0
"8499",66,"fit_O",19,2.375,0,0
"8500",66,"fit_O",20,2.5,0,0
"8501",66,"fit_O",21,2.625,0,0
"8502",66,"fit_O",22,2.75,0,0
"8503",66,"fit_O",23,2.875,0,0
"8504",66,"fit_O",24,3,0,0
"8505",66,"fit_O",25,3.125,0,0
"8506",66,"fit_O",26,3.25,0,0
"8507",66,"fit_O",27,3.375,0,0
"8508",66,"fit_O",28,3.5,0,0
"8509",66,"fit_O",29,3.625,0,0
"8510",66,"fit_O",30,3.75,0,0
"8511",66,"fit_O",31,3.875,0,0
"8512",66,"fit_O",32,4,0,0
"8513",66,"fit_Y",1,0.125,2.81657210946949,0.0423840013881659
"8514",66,"fit_Y",2,0.25,5.15054894910265,0.27370804658786
"8515",66,"fit_Y",3,0.375,4.80831508154846,0.171841420506432
"8516",66,"fit_Y",4,0.5,4.30543361701569,0.0991228930782651
"8517",66,"fit_Y",5,0.625,6.98247121796328,0.126119837133379
"8518",66,"fit_Y",6,0.75,8.43456311910635,0.0400496149666728
"8519",66,"fit_Y",7,0.875,8.50494122327105,0.0355746064419163
"8520",66,"fit_Y",8,1,8.63470911099392,0.0390768200871161
"8521",66,"fit_Y",9,1.125,9.90027430285885,0.02944798453318
"8522",66,"fit_Y",10,1.25,11.0057356612755,0.0686287193020071
"8523",66,"fit_Y",11,1.375,11.2391638254099,0.0682946926165481
"8524",66,"fit_Y",12,1.5,11.5037683778347,0.0738686589125203
"8525",66,"fit_Y",13,1.625,12.0917360226676,0.14442035438766
"8526",66,"fit_Y",14,1.75,11.8753432458706,1.92288914926394
"8527",66,"fit_Y",15,1.875,6.20408230555601,0.156532697619591
"8528",66,"fit_Y",16,2,6.50402714096028,0.0691465334386926
"8529",66,"fit_Y",17,2.125,6.84455642065021,0.0811905729678399
"8530",66,"fit_Y",18,2.25,7.38220803221684,0.0938285310976361
"8531",66,"fit_Y",19,2.375,7.81534887585934,0.102461179588396
"8532",66,"fit_Y",20,2.5,8.2930649193357,0.119337236862352
"8533",66,"fit_Y",21,2.625,8.94841428430009,0.143047092030446
"8534",66,"fit_Y",22,2.75,9.47072508308417,0.167043851120125
"8535",66,"fit_Y",23,2.875,9.39027514944539,0.175473064566817
"8536",66,"fit_Y",24,3,9.65769724425693,0.188700494115563
"8537",66,"fit_Y",25,3.125,11.0444751850577,0.386551327209046
"8538",66,"fit_Y",26,3.25,11.4994797743647,0.380555485870821
"8539",66,"fit_Y",27,3.375,11.7695228639271,0.456571417679223
"8540",66,"fit_Y",28,3.5,11.6351240854527,0.24953166573452
"8541",66,"fit_Y",29,3.625,12.22759514519,0.318397594235979
"8542",66,"fit_Y",30,3.75,12.6978446287915,0.386706390734314
"8543",66,"fit_Y",31,3.875,13.1272782033446,0.487810041438226
"8544",66,"fit_Y",32,4,13.6520833212325,0.551126563140062
"8545",66,"fit_total",1,0.125,3.1021105,0.0640097148935814
"8546",66,"fit_total",2,0.25,5.2656935,0.168006659418127
"8547",66,"fit_total",3,0.375,5.0686955,0.158876911268097
"8548",66,"fit_total",4,0.5,4.611737,0.15870632933411
"8549",66,"fit_total",5,0.625,6.30877,0.114533269834533
"8550",66,"fit_total",6,0.75,6.856781,0.103892826183155
"8551",66,"fit_total",7,0.875,7.107303,0.0738270692397122
"8552",66,"fit_total",8,1,7.2009845,0.0860210444345223
"8553",66,"fit_total",9,1.125,7.7123245,0.128106833670499
"8554",66,"fit_total",10,1.25,8.107871,0.219063551405854
"8555",66,"fit_total",11,1.375,8.159145,0.183494695998538
"8556",66,"fit_total",12,1.5,8.217638,0.205918623615046
"8557",66,"fit_total",13,1.625,8.107535,0.25765255670136
"8558",66,"fit_total",14,1.75,6.660705,1.03738202448386
"8559",66,"fit_total",15,1.875,6.226985,0.0799431507290327
"8560",66,"fit_total",16,2,6.9543105,0.122411614433567
"8561",66,"fit_total",17,2.125,7.478686,0.129901478611502
"8562",66,"fit_total",18,2.25,8.115466,0.155924492034323
"8563",66,"fit_total",19,2.375,8.7039655,0.224967289731735
"8564",66,"fit_total",20,2.5,9.177427,0.251959025390553
"8565",66,"fit_total",21,2.625,10.0150955,0.304011702749809
"8566",66,"fit_total",22,2.75,10.5040125,0.365917456012827
"8567",66,"fit_total",23,2.875,10.502363,0.438689945305476
"8568",66,"fit_total",24,3,11.42418,0.401258621103773
"8569",66,"fit_total",25,3.125,13.5893775,0.647960682627473
"8570",66,"fit_total",26,3.25,14.768755,0.629912807879236
"8571",66,"fit_total",27,3.375,14.906222,0.80639095552187
"8572",66,"fit_total",28,3.5,12.888514,0.618727893394703
"8573",66,"fit_total",29,3.625,13.488924,0.796058936656265
"8574",66,"fit_total",30,3.75,13.876554,0.970050214535934
"8575",66,"fit_total",31,3.875,14.2485175,1.09520579631481
"8576",66,"fit_total",32,4,14.9628225,1.34405387306678
"8577",67,"fit_B",1,0.125,5.33404685601514,0.09530964882004
"8578",67,"fit_B",2,0.25,4.27561758377601,0.0778539502951532
"8579",67,"fit_B",3,0.375,4.23577514351503,0.0755960060624307
"8580",67,"fit_B",4,0.5,4.45736342166993,0.140671855968518
"8581",67,"fit_B",5,0.625,4.95743245240818,0.111235142248243
"8582",67,"fit_B",6,0.75,5.55611259607283,0.106997442781335
"8583",67,"fit_B",7,0.875,5.8423166628898,0.0918706794041294
"8584",67,"fit_B",8,1,5.89537783978586,0.114784387290508
"8585",67,"fit_B",9,1.125,6.13809360332614,0.149910686618492
"8586",67,"fit_B",10,1.25,6.41124319007694,0.218119238363461
"8587",67,"fit_B",11,1.375,6.6226181166355,0.18409440776409
"8588",67,"fit_B",12,1.5,6.79992263540884,0.217378385101508
"8589",67,"fit_B",13,1.625,6.77280647015362,0.237422099494454
"8590",67,"fit_B",14,1.75,5.72666909082562,0.713076686169943
"8591",67,"fit_B",15,1.875,6.20881934265333,0.0821227355219191
"8592",67,"fit_B",16,2,7.02289563277387,0.112669994047982
"8593",67,"fit_B",17,2.125,7.55793539252578,0.132738678857688
"8594",67,"fit_B",18,2.25,8.14683936098456,0.184864763135405
"8595",67,"fit_B",19,2.375,8.86700069661448,0.205405163478992
"8596",67,"fit_B",20,2.5,9.34426117177908,0.268954080833244
"8597",67,"fit_B",21,2.625,10.0950918429239,0.298321806454587
"8598",67,"fit_B",22,2.75,10.7951673799053,0.424385348409137
"8599",67,"fit_B",23,2.875,10.7875643233689,0.496928309928445
"8600",67,"fit_B",24,3,11.789006944964,0.384278949462555
"8601",67,"fit_B",25,3.125,14.7104005443889,0.612088037400888
"8602",67,"fit_B",26,3.25,15.9592120166001,0.541552108420418
"8603",67,"fit_B",27,3.375,16.0215716262608,0.716660736961786
"8604",67,"fit_B",28,3.5,13.4115257548092,0.624781031040174
"8605",67,"fit_B",29,3.625,14.0101333782109,0.822652298174523
"8606",67,"fit_B",30,3.75,14.6861757933621,1.05483504338309
"8607",67,"fit_B",31,3.875,15.4994296620988,1.01410654106475
"8608",67,"fit_B",32,4,16.2868711174324,1.24606552475005
"8609",67,"fit_O",1,0.125,5.2506862122923,0.137761929028865
"8610",67,"fit_O",2,0.25,7.55749370944834,0.0372389700180476
"8611",67,"fit_O",3,0.375,7.54626657121374,0.0378380452273765
"8612",67,"fit_O",4,0.5,7.58094732329048,0.0497701812983472
"8613",67,"fit_O",5,0.625,7.34380669885589,0.0444172600714068
"8614",67,"fit_O",6,0.75,6.68749257288603,0.0636012145288692
"8615",67,"fit_O",7,0.875,7.14711464010863,0.0516830093910092
"8616",67,"fit_O",8,1,7.33977503410875,0.0492535571720582
"8617",67,"fit_O",9,1.125,7.3676741879385,0.0677408878394848
"8618",67,"fit_O",10,1.25,7.5839249497152,0.0753578123150175
"8619",67,"fit_O",11,1.375,7.78219114739503,0.0621888020438654
"8620",67,"fit_O",12,1.5,7.95559620464831,0.0562728327946728
"8621",67,"fit_O",13,1.625,8.10065602493466,0.0696208137176332
"8622",67,"fit_O",14,1.75,7.74470024148247,2.60554617748193
"8623",67,"fit_O",15,1.875,0.638171420083185,2.35108491318845
"8624",67,"fit_O",16,2,0,0
"8625",67,"fit_O",17,2.125,0,0
"8626",67,"fit_O",18,2.25,0,0
"8627",67,"fit_O",19,2.375,0,0
"8628",67,"fit_O",20,2.5,0,0
"8629",67,"fit_O",21,2.625,0,0
"8630",67,"fit_O",22,2.75,0,0
"8631",67,"fit_O",23,2.875,0,0
"8632",67,"fit_O",24,3,0,0
"8633",67,"fit_O",25,3.125,0,0
"8634",67,"fit_O",26,3.25,0,0
"8635",67,"fit_O",27,3.375,0,0
"8636",67,"fit_O",28,3.5,0,0
"8637",67,"fit_O",29,3.625,0,0
"8638",67,"fit_O",30,3.75,0,0
"8639",67,"fit_O",31,3.875,0,0
"8640",67,"fit_O",32,4,0,0
"8641",67,"fit_Y",1,0.125,2.84101528239194,0.0435790957092944
"8642",67,"fit_Y",2,0.25,5.14902050095906,0.276230570500782
"8643",67,"fit_Y",3,0.375,4.80913724163791,0.170914664272333
"8644",67,"fit_Y",4,0.5,4.30272606572325,0.0976342597861961
"8645",67,"fit_Y",5,0.625,6.99297606386931,0.130446827998912
"8646",67,"fit_Y",6,0.75,8.43683962247462,0.0414954575482994
"8647",67,"fit_Y",7,0.875,8.50720099092772,0.0341380890684366
"8648",67,"fit_Y",8,1,8.63333018967652,0.0402869473274318
"8649",67,"fit_Y",9,1.125,9.90138222719732,0.0291000115449424
"8650",67,"fit_Y",10,1.25,11.0045475535834,0.071376501508684
"8651",67,"fit_Y",11,1.375,11.2362870823609,0.0670571020369715
"8652",67,"fit_Y",12,1.5,11.498636924084,0.0679586024807043
"8653",67,"fit_Y",13,1.625,12.0854845927926,0.150740827378023
"8654",67,"fit_Y",14,1.75,11.8710903087985,1.95748153176923
"8655",67,"fit_Y",15,1.875,6.19639757825259,0.191142088393407
"8656",67,"fit_Y",16,2,6.51359698657814,0.0647123570125822
"8657",67,"fit_Y",17,2.125,6.85046164536665,0.0861943988617936
"8658",67,"fit_Y",18,2.25,7.37215368242859,0.0952770777124247
"8659",67,"fit_Y",19,2.375,7.83180355720165,0.108420874715909
"8660",67,"fit_Y",20,2.5,8.29504811220166,0.125317461366814
"8661",67,"fit_Y",21,2.625,8.92134272206782,0.135357786277876
"8662",67,"fit_Y",22,2.75,9.47413823982105,0.166223497807526
"8663",67,"fit_Y",23,2.875,9.42232174192701,0.194164073925615
"8664",67,"fit_Y",24,3,9.65753965782018,0.19802779971865
"8665",67,"fit_Y",25,3.125,11.3374507449562,0.41235556134056
"8666",67,"fit_Y",26,3.25,11.6594164484971,0.411892727957789
"8667",67,"fit_Y",27,3.375,11.8797575588699,0.469246983274208
"8668",67,"fit_Y",28,3.5,11.7147414716257,0.25072543023255
"8669",67,"fit_Y",29,3.625,12.3100161873958,0.334114109773735
"8670",67,"fit_Y",30,3.75,12.9496264907685,0.400272579678604
"8671",67,"fit_Y",31,3.875,13.5180787538031,0.399155918557877
"8672",67,"fit_Y",32,4,14.0239804563744,0.503427694058585
"8673",67,"fit_total",1,0.125,3.1211945,0.0614172235470826
"8674",67,"fit_total",2,0.25,5.2703215,0.171369040061695
"8675",67,"fit_total",3,0.375,5.0711075,0.158328004116853
"8676",67,"fit_total",4,0.5,4.6083105,0.159077610226911
"8677",67,"fit_total",5,0.625,6.311707,0.114488117247639
"8678",67,"fit_total",6,0.75,6.862214,0.103165823191343
"8679",67,"fit_total",7,0.875,7.1075265,0.0745840341781867
"8680",67,"fit_total",8,1,7.1964895,0.0814932652899997
"8681",67,"fit_total",9,1.125,7.697715,0.141505382076321
"8682",67,"fit_total",10,1.25,8.1229075,0.222013372899499
"8683",67,"fit_total",11,1.375,8.145814,0.18189411159332
"8684",67,"fit_total",12,1.5,8.2157635,0.193170567829328
"8685",67,"fit_total",13,1.625,8.1103295,0.246759339890063
"8686",67,"fit_total",14,1.75,6.6972425,1.04504270395987
"8687",67,"fit_total",15,1.875,6.208374,0.079827092335291
"8688",67,"fit_total",16,2,6.970991,0.105342178229527
"8689",67,"fit_total",17,2.125,7.478639,0.125296243218408
"8690",67,"fit_total",18,2.25,8.051678,0.170171947254309
"8691",67,"fit_total",19,2.375,8.729286,0.190640105969443
"8692",67,"fit_total",20,2.5,9.198463,0.249463730144436
"8693",67,"fit_total",21,2.625,9.916028,0.274495515070719
"8694",67,"fit_total",22,2.75,10.5863565,0.3876057607159
"8695",67,"fit_total",23,2.875,10.582167,0.452553251468986
"8696",67,"fit_total",24,3,11.453554,0.357149457275695
"8697",67,"fit_total",25,3.125,14.041266,0.596418970038866
"8698",67,"fit_total",26,3.25,15.0446835,0.556954587990427
"8699",67,"fit_total",27,3.375,15.1522245,0.707934134837009
"8700",67,"fit_total",28,3.5,13.131076,0.569459134515224
"8701",67,"fit_total",29,3.625,13.723757,0.746144987468416
"8702",67,"fit_total",30,3.75,14.3970755,0.960893653537601
"8703",67,"fit_total",31,3.875,15.165843,0.925336517548119
"8704",67,"fit_total",32,4,15.9014415,1.14877946385215
"8705",68,"fit_B",1,0.125,5.33341475534562,0.0956687996653202
"8706",68,"fit_B",2,0.25,4.27779095781315,0.0768175167952992
"8707",68,"fit_B",3,0.375,4.23843437587463,0.0760041616020658
"8708",68,"fit_B",4,0.5,4.45759321154321,0.140928199732782
"8709",68,"fit_B",5,0.625,4.95750322659837,0.109879752471883
"8710",68,"fit_B",6,0.75,5.56083983216262,0.10862548951647
"8711",68,"fit_B",7,0.875,5.83815018070802,0.0895725910970338
"8712",68,"fit_B",8,1,5.89624516574546,0.114860547812604
"8713",68,"fit_B",9,1.125,6.11684322518031,0.168792562355273
"8714",68,"fit_B",10,1.25,6.42913993127932,0.229086934562329
"8715",68,"fit_B",11,1.375,6.60924930640154,0.188661856513831
"8716",68,"fit_B",12,1.5,6.81293329159607,0.213101471388256
"8717",68,"fit_B",13,1.625,6.79221276806938,0.251662641467069
"8718",68,"fit_B",14,1.75,5.73561266635171,0.711859318079251
"8719",68,"fit_B",15,1.875,6.22247530460266,0.0818199075081667
"8720",68,"fit_B",16,2,7.00398197473024,0.11762707300256
"8721",68,"fit_B",17,2.125,7.56937153566849,0.150591981514387
"8722",68,"fit_B",18,2.25,8.19407180460277,0.181230268833976
"8723",68,"fit_B",19,2.375,8.8254423101065,0.215288251697367
"8724",68,"fit_B",20,2.5,9.34642328162239,0.272628712200282
"8725",68,"fit_B",21,2.625,10.195121697023,0.319681265188149
"8726",68,"fit_B",22,2.75,10.74705773995,0.372286117189272
"8727",68,"fit_B",23,2.875,10.7195959390761,0.445732641070491
"8728",68,"fit_B",24,3,11.7240911066694,0.386661390938327
"8729",68,"fit_B",25,3.125,14.3330506392462,0.680384041504334
"8730",68,"fit_B",26,3.25,15.7405378602817,0.663974761765571
"8731",68,"fit_B",27,3.375,15.8620304521872,0.86562128504388
"8732",68,"fit_B",28,3.5,13.1912663815996,0.6986697694912
"8733",68,"fit_B",29,3.625,13.7339394656732,0.838854343601434
"8734",68,"fit_B",30,3.75,14.1580915320388,1.14665191876713
"8735",68,"fit_B",31,3.875,14.5438548307129,1.23193571068061
"8736",68,"fit_B",32,4,15.1536800857086,1.50953809944049
"8737",68,"fit_O",1,0.125,5.22525341280568,0.134558318511259
"8738",68,"fit_O",2,0.25,7.55582147853902,0.0400248303126507
"8739",68,"fit_O",3,0.375,7.54652673785198,0.0355189312850825
"8740",68,"fit_O",4,0.5,7.58197825366764,0.0483308321389383
"8741",68,"fit_O",5,0.625,7.33936964559004,0.0468187544592437
"8742",68,"fit_O",6,0.75,6.68984581508401,0.066332047649101
"8743",68,"fit_O",7,0.875,7.14555652823509,0.0541698747546715
"8744",68,"fit_O",8,1,7.33814810470753,0.0511565102721244
"8745",68,"fit_O",9,1.125,7.36852577455124,0.0656613639990367
"8746",68,"fit_O",10,1.25,7.58001971163027,0.0815823294885527
"8747",68,"fit_O",11,1.375,7.76861867860801,0.0674567541560241
"8748",68,"fit_O",12,1.5,7.95677293423166,0.0590523338984683
"8749",68,"fit_O",13,1.625,8.09940334480247,0.0737511375533448
"8750",68,"fit_O",14,1.75,7.72483842125551,2.59752356304163
"8751",68,"fit_O",15,1.875,0.619152084328715,2.27592743711657
"8752",68,"fit_O",16,2,0,0
"8753",68,"fit_O",17,2.125,0,0
"8754",68,"fit_O",18,2.25,0,0
"8755",68,"fit_O",19,2.375,0,0
"8756",68,"fit_O",20,2.5,0,0
"8757",68,"fit_O",21,2.625,0,0
"8758",68,"fit_O",22,2.75,0,0
"8759",68,"fit_O",23,2.875,0,0
"8760",68,"fit_O",24,3,0,0
"8761",68,"fit_O",25,3.125,0,0
"8762",68,"fit_O",26,3.25,0,0
"8763",68,"fit_O",27,3.375,0,0
"8764",68,"fit_O",28,3.5,0,0
"8765",68,"fit_O",29,3.625,0,0
"8766",68,"fit_O",30,3.75,0,0
"8767",68,"fit_O",31,3.875,0,0
"8768",68,"fit_O",32,4,0,0
"8769",68,"fit_Y",1,0.125,2.81204239904535,0.0423338459403956
"8770",68,"fit_Y",2,0.25,5.1417581403381,0.27482444585367
"8771",68,"fit_Y",3,0.375,4.80535075693532,0.174920719152318
"8772",68,"fit_Y",4,0.5,4.30044818343873,0.0990919809756298
"8773",68,"fit_Y",5,0.625,6.99904376087686,0.133849293935249
"8774",68,"fit_Y",6,0.75,8.43547636193615,0.041021399894667
"8775",68,"fit_Y",7,0.875,8.50980542736535,0.0336970941342523
"8776",68,"fit_Y",8,1,8.63174368983502,0.0432877252825601
"8777",68,"fit_Y",9,1.125,9.90124632778566,0.0276780337024346
"8778",68,"fit_Y",10,1.25,11.0055189260772,0.070256504167285
"8779",68,"fit_Y",11,1.375,11.2363047671949,0.0658792037702541
"8780",68,"fit_Y",12,1.5,11.5012553299679,0.0646859715398744
"8781",68,"fit_Y",13,1.625,12.0917951956954,0.150540066848258
"8782",68,"fit_Y",14,1.75,11.8772141140828,1.93012585312761
"8783",68,"fit_Y",15,1.875,6.2002227005445,0.199615232897085
"8784",68,"fit_Y",16,2,6.50642064932598,0.0719070795317089
"8785",68,"fit_Y",17,2.125,6.85362068155148,0.0775971716004318
"8786",68,"fit_Y",18,2.25,7.38209423036084,0.0886051990446901
"8787",68,"fit_Y",19,2.375,7.81853464455656,0.0792978661843046
"8788",68,"fit_Y",20,2.5,8.28374069244761,0.12137780773502
"8789",68,"fit_Y",21,2.625,8.95564731596704,0.14122651677149
"8790",68,"fit_Y",22,2.75,9.44667129294308,0.146455144088498
"8791",68,"fit_Y",23,2.875,9.39742327362389,0.18812192849869
"8792",68,"fit_Y",24,3,9.66188366156477,0.177813576106803
